VideoName,ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
00001.mp4,1,58,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,2,116,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,3,129,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,4,153,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,5,184,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,6,212,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,7,230,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,8,241,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,9,271,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,10,301,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,11,312,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,12,332,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,13,344,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,14,357,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,15,395,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,16,416,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,17,429,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,18,470,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,19,495,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,20,534,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,21,560,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,22,570,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,23,593,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,24,623,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,25,660,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,26,674,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,27,688,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,28,712,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,29,735,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,30,773,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,31,794,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,32,808,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,33,843,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,34,860,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,35,871,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,36,899,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,37,953,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,38,979,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,39,992,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,40,1012,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,41,1043,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,42,1088,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,43,1111,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,44,1143,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,45,1170,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,46,1200,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,47,1227,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,48,1246,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,49,1277,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,50,1303,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,51,1334,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,52,1349,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,53,1380,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,54,1392,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,55,1414,B,1,1,1,1,1,1,1,1,1,1,A
00002.mp4,1,30,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,2,50,A,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,3,80,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,4,94,A,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,5,113,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,6,137,A,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,7,169,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,8,182,A,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,9,192,B,1,1,1,1,1,1,1,1,1,1,A
00003.mp4,1,16,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,2,41,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,3,57,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,4,97,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,5,112,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,6,123,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,7,142,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,8,172,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,9,192,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,10,215,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,11,248,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,12,263,B,1,1,1,1,1,1,1,1,1,1,A
00004.mp4,1,3,A,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,2,56,B,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,3,94,A,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,4,131,B,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,5,155,A,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,6,190,B,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,7,204,A,1,1,1,1,1,1,1,1,1,1,A
00005.mp4,1,15,B,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,2,35,A,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,3,58,B,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,4,77,A,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,5,137,B,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,6,148,A,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,7,165,B,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,8,195,A,1,1,1,1,1,1,1,1,1,1,A
00006.mp4,1,43,B,1,1,1,1,1,1,1,1,1,1,X
00006.mp4,2,64,A,1,1,1,1,1,1,1,1,1,1,X
00006.mp4,3,84,B,1,1,1,1,1,1,1,1,1,1,X
00006.mp4,4,95,A,1,1,1,1,1,1,1,1,1,1,X
00006.mp4,5,110,B,1,1,1,1,1,1,1,1,1,1,X
00006.mp4,6,137,A,1,1,1,1,1,1,1,1,1,1,A
00007.mp4,1,10,B,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,2,24,A,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,3,47,B,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,4,70,A,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,5,96,B,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,6,140,A,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,7,152,B,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,8,178,A,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,9,203,B,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,10,228,A,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,11,249,B,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,12,263,A,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,13,293,B,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,14,316,A,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,15,338,B,1,1,1,1,1,1,1,1,1,1,X
00007.mp4,16,353,A,1,1,1,1,1,1,1,1,1,1,A
00008.mp4,1,86,A,1,1,1,1,1,1,1,1,1,1,X
00008.mp4,2,126,B,1,1,1,1,1,1,1,1,1,1,X
00008.mp4,3,146,A,1,1,1,1,1,1,1,1,1,1,A
00009.mp4,1,15,B,1,1,1,1,1,1,1,1,1,1,X
00009.mp4,2,33,A,1,1,1,1,1,1,1,1,1,1,X
