VideoName,ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
00001.mp4,1,38,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,2,109,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,3,120,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,4,149,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,5,166,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,6,203,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,7,229,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,8,240,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,9,290,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,10,306,A,1,1,1,1,1,1,1,1,1,1,A
00002.mp4,1,18,A,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,2,33,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,3,95,A,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,4,111,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,5,131,A,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,6,152,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,7,171,A,1,1,1,1,1,1,1,1,1,1,A
00003.mp4,1,21,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,2,36,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,3,79,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,4,101,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,5,117,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,6,134,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,7,164,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,8,189,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,9,221,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,10,235,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,11,260,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,12,288,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,13,323,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,14,341,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,15,356,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,16,379,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,17,409,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,18,451,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,19,481,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,20,506,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,21,527,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,22,537,B,1,1,1,1,1,1,1,1,1,1,X
