VideoName,ShotSeq,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Winner
00001.mp4,1,129,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,2,153,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,3,241,B,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,4,271,A,1,1,1,1,1,1,1,1,1,1,X
00001.mp4,5,312,B,1,1,1,1,1,1,1,1,1,1,A
00002.mp4,1,29,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,2,80,A,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,3,94,B,1,1,1,1,1,1,1,1,1,1,X
00002.mp4,4,137,A,1,1,1,1,1,1,1,1,1,1,A
00003.mp4,1,16,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,2,112,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,3,123,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,4,142,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,5,172,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,6,192,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,7,215,B,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,8,248,A,1,1,1,1,1,1,1,1,1,1,X
00003.mp4,9,263,B,1,1,1,1,1,1,1,1,1,1,A
00004.mp4,1,56,A,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,2,94,B,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,3,155,A,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,4,190,B,1,1,1,1,1,1,1,1,1,1,X
00004.mp4,5,204,A,1,1,1,1,1,1,1,1,1,1,A
00005.mp4,1,15,A,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,2,35,B,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,3,58,A,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,4,77,B,1,1,1,1,1,1,1,1,1,1,X
00005.mp4,5,161,A,1,1,1,1,1,1,1,1,1,1,A
00008.mp4,1,40,B,1,1,1,1,1,1,1,1,1,1,X
00008.mp4,2,62,A,1,1,1,1,1,1,1,1,1,1,X
00008.mp4,3,86,B,1,1,1,1,1,1,1,1,1,1,X
00008.mp4,4,149,A,1,1,1,1,1,1,1,1,1,1,A
00009.mp4,1,15,B,1,1,1,1,1,1,1,1,1,1,X
00009.mp4,2,36,A,1,1,1,1,1,1,1,1,1,1,X
00009.mp4,3,76,B,1,1,1,1,1,1,1,1,1,1,X
00009.mp4,4,99,A,1,1,1,1,1,1,1,1,1,1,X
00009.mp4,5,130,B,1,1,1,1,1,1,1,1,1,1,A
00010.mp4,1,68,B,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,2,73,A,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,3,95,B,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,4,107,A,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,5,119,B,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,6,131,A,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,7,197,B,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,8,229,A,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,9,240,B,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,10,255,A,1,1,1,1,1,1,1,1,1,1,X
00010.mp4,11,263,B,1,1,1,1,1,1,1,1,1,1,A
00011.mp4,1,15,B,1,1,1,1,1,1,1,1,1,1,X
00011.mp4,2,65,A,1,1,1,1,1,1,1,1,1,1,X
00011.mp4,3,95,B,1,1,1,1,1,1,1,1,1,1,X
00011.mp4,4,133,A,1,1,1,1,1,1,1,1,1,1,X
00011.mp4,5,163,B,1,1,1,1,1,1,1,1,1,1,A
00014.mp4,1,7,B,1,1,1,1,1,1,1,1,1,1,X
00014.mp4,2,13,A,1,1,1,1,1,1,1,1,1,1,X
00014.mp4,3,56,B,1,1,1,1,1,1,1,1,1,1,X
00014.mp4,4,64,A,1,1,1,1,1,1,1,1,1,1,X
00014.mp4,5,75,B,1,1,1,1,1,1,1,1,1,1,X
00014.mp4,6,91,A,1,1,1,1,1,1,1,1,1,1,A
00017.mp4,1,53,A,1,1,1,1,1,1,1,1,1,1,X
00017.mp4,2,102,B,1,1,1,1,1,1,1,1,1,1,X
00017.mp4,3,144,A,1,1,1,1,1,1,1,1,1,1,X
00017.mp4,4,166,B,1,1,1,1,1,1,1,1,1,1,A
00022.mp4,1,22,B,1,1,1,1,1,1,1,1,1,1,X
00022.mp4,2,44,A,1,1,1,1,1,1,1,1,1,1,X
00022.mp4,3,90,B,1,1,1,1,1,1,1,1,1,1,X
00022.mp4,4,106,A,1,1,1,1,1,1,1,1,1,1,A
00023.mp4,1,18,A,1,1,1,1,1,1,1,1,1,1,X
00023.mp4,2,97,B,1,1,1,1,1,1,1,1,1,1,X
00023.mp4,3,125,A,1,1,1,1,1,1,1,1,1,1,A
